,New Churn Category
3387,Product quality
3388,Client service
3389,Client service
3390,IS NULL
3391,IS NULL
3392,IS NULL
3393,IS NULL
3394,Price
3395,Client service
3396,Price
3397,IS NULL
3398,IS NULL
3399,IS NULL
3400,IS NULL
3401,IS NULL
3402,Competitor
3403,IS NULL
3404,IS NULL
3405,IS NULL
3406,IS NULL
3407,Price
3408,IS NULL
3409,IS NULL
3410,Other
3411,IS NULL
3412,IS NULL
3413,IS NULL
3414,IS NULL
3415,IS NULL
3416,IS NULL
3417,IS NULL
3418,Competitor
3419,Price
3420,Product quality
3421,IS NULL
3422,IS NULL
3423,IS NULL
3424,IS NULL
3425,Client service
3426,IS NULL
3427,IS NULL
3428,Competitor
3429,IS NULL
3430,IS NULL
3431,IS NULL
3432,IS NULL
3433,IS NULL
3434,Client service
3435,IS NULL
3436,IS NULL
3437,Competitor
3438,Client service
3439,IS NULL
3440,IS NULL
3441,IS NULL
3442,IS NULL
3443,IS NULL
3444,IS NULL
3445,Other
3446,IS NULL
3447,IS NULL
3448,IS NULL
3449,IS NULL
3450,IS NULL
3451,Price
3452,IS NULL
3453,Competitor
3454,IS NULL
3455,Client service
3456,IS NULL
3457,Client service
3458,IS NULL
3459,Competitor
3460,Competitor
3461,IS NULL
3462,IS NULL
3463,IS NULL
3464,Product quality
3465,Other
3466,Client service
3467,IS NULL
3468,Competitor
3469,IS NULL
3470,IS NULL
3471,Other
3472,Competitor
3473,Competitor
3474,IS NULL
3475,IS NULL
3476,Product quality
3477,IS NULL
3478,IS NULL
3479,Price
3480,IS NULL
3481,IS NULL
3482,IS NULL
3483,IS NULL
3484,IS NULL
3485,IS NULL
3486,IS NULL
3487,IS NULL
3488,IS NULL
3489,IS NULL
3490,IS NULL
3491,Client service
3492,IS NULL
3493,IS NULL
3494,IS NULL
3495,IS NULL
3496,Product quality
3497,Competitor
3498,IS NULL
3499,IS NULL
3500,IS NULL
3501,IS NULL
3502,Other
3503,Competitor
3504,Price
3505,IS NULL
3506,IS NULL
3507,Competitor
3508,IS NULL
3509,IS NULL
3510,IS NULL
3511,IS NULL
3512,IS NULL
3513,IS NULL
3514,IS NULL
3515,IS NULL
3516,IS NULL
3517,IS NULL
3518,Client service
3519,IS NULL
3520,IS NULL
3521,IS NULL
3522,IS NULL
3523,IS NULL
3524,IS NULL
3525,IS NULL
3526,IS NULL
3527,IS NULL
3528,IS NULL
3529,IS NULL
3530,IS NULL
3531,IS NULL
3532,Competitor
3533,IS NULL
3534,IS NULL
3535,Product quality
3536,IS NULL
3537,IS NULL
3538,IS NULL
3539,IS NULL
3540,IS NULL
3541,IS NULL
3542,Competitor
3543,IS NULL
3544,IS NULL
3545,IS NULL
3546,Competitor
3547,Product quality
3548,IS NULL
3549,Product quality
3550,Price
3551,IS NULL
3552,IS NULL
3553,IS NULL
3554,IS NULL
3555,IS NULL
3556,IS NULL
3557,IS NULL
3558,IS NULL
3559,IS NULL
3560,IS NULL
3561,Competitor
3562,Price
3563,IS NULL
3564,Client service
3565,Competitor
3566,IS NULL
3567,IS NULL
3568,IS NULL
3569,Client service
3570,IS NULL
3571,IS NULL
3572,IS NULL
3573,IS NULL
3574,IS NULL
3575,IS NULL
3576,IS NULL
3577,IS NULL
3578,IS NULL
3579,IS NULL
3580,IS NULL
3581,Competitor
3582,IS NULL
3583,IS NULL
3584,IS NULL
3585,Competitor
3586,IS NULL
3587,IS NULL
3588,Product quality
3589,IS NULL
3590,Product quality
3591,IS NULL
3592,IS NULL
3593,IS NULL
3594,IS NULL
3595,Competitor
3596,IS NULL
3597,Competitor
3598,Competitor
3599,Competitor
3600,IS NULL
3601,IS NULL
3602,IS NULL
3603,IS NULL
3604,IS NULL
3605,IS NULL
3606,IS NULL
3607,IS NULL
3608,IS NULL
3609,IS NULL
3610,IS NULL
3611,IS NULL
3612,IS NULL
3613,IS NULL
3614,IS NULL
3615,IS NULL
3616,Price
3617,IS NULL
3618,IS NULL
3619,IS NULL
3620,IS NULL
3621,Product quality
3622,IS NULL
3623,IS NULL
3624,IS NULL
3625,Competitor
3626,IS NULL
3627,Competitor
3628,IS NULL
3629,IS NULL
3630,Other
3631,Client service
3632,IS NULL
3633,IS NULL
3634,IS NULL
3635,IS NULL
3636,IS NULL
3637,IS NULL
3638,IS NULL
3639,IS NULL
3640,IS NULL
3641,IS NULL
3642,IS NULL
3643,IS NULL
3644,IS NULL
3645,IS NULL
3646,Competitor
3647,IS NULL
3648,IS NULL
3649,IS NULL
3650,Competitor
3651,IS NULL
3652,IS NULL
3653,IS NULL
3654,Client service
3655,Competitor
3656,IS NULL
3657,IS NULL
3658,IS NULL
3659,IS NULL
3660,IS NULL
3661,IS NULL
3662,IS NULL
3663,IS NULL
3664,IS NULL
3665,Product quality
3666,Product quality
3667,IS NULL
3668,IS NULL
3669,IS NULL
3670,IS NULL
3671,IS NULL
3672,Price
3673,Other
3674,IS NULL
3675,IS NULL
3676,IS NULL
3677,IS NULL
3678,IS NULL
3679,Price
3680,IS NULL
3681,Competitor
3682,IS NULL
3683,IS NULL
3684,Client service
3685,IS NULL
3686,IS NULL
3687,IS NULL
3688,IS NULL
3689,IS NULL
3690,IS NULL
3691,IS NULL
3692,IS NULL
3693,IS NULL
3694,IS NULL
3695,Product quality
3696,IS NULL
3697,IS NULL
3698,Competitor
3699,IS NULL
3700,IS NULL
3701,IS NULL
3702,IS NULL
3703,Competitor
3704,IS NULL
3705,IS NULL
3706,IS NULL
3707,IS NULL
3708,IS NULL
3709,Product quality
3710,IS NULL
3711,IS NULL
3712,IS NULL
3713,IS NULL
3714,IS NULL
3715,IS NULL
3716,Competitor
3717,IS NULL
3718,Client service
3719,IS NULL
3720,IS NULL
3721,IS NULL
3722,Competitor
3723,Competitor
3724,IS NULL
3725,IS NULL
3726,Competitor
3727,IS NULL
3728,IS NULL
3729,Client service
3730,IS NULL
3731,IS NULL
3732,IS NULL
3733,IS NULL
3734,IS NULL
3735,IS NULL
3736,IS NULL
3737,Competitor
3738,IS NULL
3739,IS NULL
3740,IS NULL
3741,IS NULL
3742,Price
3743,IS NULL
3744,IS NULL
3745,Competitor
3746,Price
3747,Product quality
3748,IS NULL
3749,Competitor
3750,IS NULL
3751,IS NULL
3752,Client service
3753,IS NULL
3754,Competitor
3755,Other
3756,IS NULL
3757,IS NULL
3758,Other
3759,IS NULL
3760,IS NULL
3761,IS NULL
3762,IS NULL
3763,Price
3764,Product quality
3765,Competitor
3766,IS NULL
3767,IS NULL
3768,IS NULL
3769,Price
3770,IS NULL
3771,IS NULL
3772,IS NULL
3773,IS NULL
3774,IS NULL
3775,IS NULL
3776,IS NULL
3777,IS NULL
3778,IS NULL
3779,IS NULL
3780,Other
3781,IS NULL
3782,IS NULL
3783,IS NULL
3784,IS NULL
3785,IS NULL
3786,IS NULL
3787,IS NULL
3788,IS NULL
3789,IS NULL
3790,IS NULL
3791,IS NULL
3792,IS NULL
3793,IS NULL
3794,IS NULL
3795,IS NULL
3796,IS NULL
3797,IS NULL
3798,IS NULL
3799,IS NULL
3800,IS NULL
3801,IS NULL
3802,IS NULL
3803,IS NULL
3804,Competitor
3805,IS NULL
3806,IS NULL
3807,IS NULL
3808,IS NULL
3809,Competitor
3810,Client service
3811,IS NULL
3812,IS NULL
3813,Product quality
3814,Competitor
3815,IS NULL
3816,Other
3817,IS NULL
3818,IS NULL
3819,IS NULL
3820,IS NULL
3821,Product quality
3822,IS NULL
3823,Competitor
3824,IS NULL
3825,IS NULL
3826,Price
3827,Other
3828,Competitor
3829,IS NULL
3830,IS NULL
3831,IS NULL
3832,Product quality
3833,IS NULL
3834,Competitor
3835,IS NULL
3836,IS NULL
3837,Product quality
3838,IS NULL
3839,IS NULL
3840,Client service
3841,IS NULL
3842,Competitor
3843,IS NULL
3844,IS NULL
3845,IS NULL
3846,IS NULL
3847,IS NULL
3848,IS NULL
3849,IS NULL
3850,IS NULL
3851,IS NULL
3852,Competitor
3853,IS NULL
3854,Price
3855,Competitor
3856,IS NULL
3857,IS NULL
3858,IS NULL
3859,IS NULL
3860,IS NULL
3861,IS NULL
3862,Client service
3863,IS NULL
3864,IS NULL
3865,IS NULL
3866,IS NULL
3867,Client service
3868,Competitor
3869,IS NULL
3870,IS NULL
3871,Price
3872,Competitor
3873,IS NULL
3874,IS NULL
3875,IS NULL
3876,IS NULL
3877,Price
3878,IS NULL
3879,IS NULL
3880,IS NULL
3881,IS NULL
3882,IS NULL
3883,IS NULL
3884,Product quality
3885,IS NULL
3886,IS NULL
3887,IS NULL
3888,Competitor
3889,IS NULL
3890,IS NULL
3891,IS NULL
3892,IS NULL
3893,IS NULL
3894,Client service
3895,Competitor
3896,IS NULL
3897,IS NULL
3898,Competitor
3899,Competitor
3900,IS NULL
3901,IS NULL
3902,Price
3903,Competitor
3904,Other
3905,IS NULL
3906,IS NULL
3907,IS NULL
3908,Price
3909,IS NULL
3910,IS NULL
3911,Competitor
3912,IS NULL
3913,IS NULL
3914,Client service
3915,IS NULL
3916,IS NULL
3917,Product quality
3918,Competitor
3919,IS NULL
3920,Price
3921,IS NULL
3922,Product quality
3923,Competitor
3924,IS NULL
3925,IS NULL
3926,IS NULL
3927,IS NULL
3928,IS NULL
3929,IS NULL
3930,IS NULL
3931,Competitor
3932,Competitor
3933,IS NULL
3934,IS NULL
3935,Competitor
3936,IS NULL
3937,IS NULL
3938,IS NULL
3939,IS NULL
3940,IS NULL
3941,IS NULL
3942,IS NULL
3943,Product quality
3944,Client service
3945,IS NULL
3946,IS NULL
3947,Price
3948,IS NULL
3949,IS NULL
3950,Product quality
3951,Other
3952,IS NULL
3953,IS NULL
3954,Competitor
3955,IS NULL
3956,IS NULL
3957,Product quality
3958,Competitor
3959,Client service
3960,Competitor
3961,IS NULL
3962,IS NULL
3963,IS NULL
3964,Other
3965,IS NULL
3966,IS NULL
3967,Other
3968,Other
3969,Other
3970,IS NULL
3971,IS NULL
3972,Price
3973,IS NULL
3974,IS NULL
3975,IS NULL
3976,IS NULL
3977,IS NULL
3978,IS NULL
3979,IS NULL
3980,IS NULL
3981,Competitor
3982,IS NULL
3983,IS NULL
3984,Client service
3985,IS NULL
3986,IS NULL
3987,IS NULL
3988,Price
3989,IS NULL
3990,IS NULL
3991,IS NULL
3992,IS NULL
3993,IS NULL
3994,IS NULL
3995,IS NULL
3996,IS NULL
3997,IS NULL
3998,IS NULL
3999,IS NULL
4000,Client service
4001,IS NULL
4002,IS NULL
4003,Client service
4004,IS NULL
4005,Product quality
4006,Competitor
4007,Competitor
4008,IS NULL
4009,IS NULL
4010,IS NULL
4011,IS NULL
4012,IS NULL
4013,IS NULL
4014,Client service
4015,IS NULL
4016,IS NULL
4017,IS NULL
4018,IS NULL
4019,IS NULL
4020,IS NULL
4021,Competitor
4022,IS NULL
4023,IS NULL
4024,Client service
4025,Other
4026,IS NULL
4027,IS NULL
4028,IS NULL
4029,IS NULL
4030,IS NULL
4031,Competitor
4032,IS NULL
4033,Client service
4034,Competitor
4035,Product quality
4036,IS NULL
4037,IS NULL
4038,IS NULL
4039,IS NULL
4040,IS NULL
4041,Product quality
4042,IS NULL
4043,Price
4044,IS NULL
4045,IS NULL
4046,IS NULL
4047,IS NULL
4048,IS NULL
4049,IS NULL
4050,IS NULL
4051,Product quality
4052,IS NULL
4053,Other
4054,IS NULL
4055,IS NULL
4056,Product quality
4057,IS NULL
4058,IS NULL
4059,IS NULL
4060,IS NULL
4061,IS NULL
4062,IS NULL
4063,Competitor
4064,IS NULL
4065,IS NULL
4066,IS NULL
4067,IS NULL
4068,IS NULL
4069,IS NULL
4070,IS NULL
4071,Competitor
4072,Competitor
4073,IS NULL
4074,IS NULL
4075,IS NULL
4076,IS NULL
4077,Competitor
4078,IS NULL
4079,IS NULL
4080,IS NULL
4081,IS NULL
4082,IS NULL
4083,Competitor
4084,Product quality
4085,IS NULL
4086,IS NULL
4087,IS NULL
4088,IS NULL
4089,IS NULL
4090,IS NULL
4091,IS NULL
4092,IS NULL
4093,IS NULL
4094,IS NULL
4095,IS NULL
4096,IS NULL
4097,IS NULL
4098,IS NULL
4099,IS NULL
4100,IS NULL
4101,Competitor
4102,IS NULL
4103,IS NULL
4104,IS NULL
4105,IS NULL
4106,IS NULL
4107,Other
4108,IS NULL
4109,IS NULL
4110,Competitor
4111,IS NULL
4112,IS NULL
4113,IS NULL
4114,IS NULL
4115,IS NULL
4116,IS NULL
4117,IS NULL
4118,IS NULL
4119,Client service
4120,IS NULL
4121,IS NULL
4122,IS NULL
4123,IS NULL
4124,Other
4125,Competitor
4126,Competitor
4127,IS NULL
4128,IS NULL
4129,IS NULL
4130,Competitor
4131,IS NULL
4132,IS NULL
4133,IS NULL
4134,IS NULL
4135,IS NULL
4136,IS NULL
4137,IS NULL
4138,IS NULL
4139,IS NULL
4140,IS NULL
4141,IS NULL
4142,IS NULL
4143,IS NULL
4144,IS NULL
4145,IS NULL
4146,IS NULL
4147,IS NULL
4148,IS NULL
4149,Client service
4150,IS NULL
4151,Product quality
4152,IS NULL
4153,IS NULL
4154,Competitor
4155,Client service
4156,IS NULL
4157,IS NULL
4158,IS NULL
4159,IS NULL
4160,Competitor
4161,IS NULL
4162,Competitor
4163,IS NULL
4164,IS NULL
4165,Price
4166,Competitor
4167,IS NULL
4168,IS NULL
4169,IS NULL
4170,Competitor
4171,IS NULL
4172,IS NULL
4173,Competitor
4174,IS NULL
4175,IS NULL
4176,IS NULL
4177,Client service
4178,IS NULL
4179,Competitor
4180,Price
4181,IS NULL
4182,Competitor
4183,IS NULL
4184,IS NULL
4185,IS NULL
4186,IS NULL
4187,IS NULL
4188,IS NULL
4189,IS NULL
4190,IS NULL
4191,Competitor
4192,IS NULL
4193,IS NULL
4194,Client service
4195,Competitor
4196,IS NULL
4197,IS NULL
4198,IS NULL
4199,IS NULL
4200,Client service
4201,IS NULL
4202,IS NULL
4203,IS NULL
4204,IS NULL
4205,IS NULL
4206,IS NULL
4207,Client service
4208,Competitor
4209,IS NULL
4210,IS NULL
4211,IS NULL
4212,IS NULL
4213,Price
4214,IS NULL
4215,Product quality
4216,IS NULL
4217,IS NULL
4218,IS NULL
4219,IS NULL
4220,Price
4221,Product quality
4222,IS NULL
4223,Price
4224,IS NULL
4225,Competitor
4226,IS NULL
4227,IS NULL
4228,IS NULL
4229,IS NULL
4230,IS NULL
4231,IS NULL
4232,IS NULL
4233,IS NULL
4234,IS NULL
4235,Product quality
4236,IS NULL
4237,IS NULL
4238,Competitor
4239,Competitor
4240,IS NULL
4241,IS NULL
4242,IS NULL
4243,IS NULL
4244,IS NULL
4245,IS NULL
4246,IS NULL
4247,IS NULL
4248,IS NULL
4249,IS NULL
4250,IS NULL
4251,IS NULL
4252,IS NULL
4253,Price
4254,IS NULL
4255,IS NULL
4256,IS NULL
4257,IS NULL
4258,IS NULL
4259,IS NULL
4260,IS NULL
4261,Other
4262,IS NULL
4263,Competitor
4264,IS NULL
4265,Other
4266,IS NULL
4267,IS NULL
4268,IS NULL
4269,IS NULL
4270,Product quality
4271,IS NULL
4272,IS NULL
4273,Competitor
4274,IS NULL
4275,Competitor
4276,IS NULL
4277,Competitor
4278,IS NULL
4279,IS NULL
4280,Competitor
4281,IS NULL
4282,Competitor
4283,Competitor
4284,IS NULL
4285,Competitor
4286,IS NULL
4287,IS NULL
4288,IS NULL
4289,Competitor
4290,IS NULL
4291,IS NULL
4292,Competitor
4293,IS NULL
4294,IS NULL
4295,IS NULL
4296,IS NULL
4297,IS NULL
4298,IS NULL
4299,Competitor
4300,IS NULL
4301,IS NULL
4302,IS NULL
4303,IS NULL
4304,IS NULL
4305,IS NULL
4306,IS NULL
4307,IS NULL
4308,IS NULL
4309,IS NULL
4310,IS NULL
4311,IS NULL
4312,IS NULL
4313,IS NULL
4314,IS NULL
4315,Client service
4316,Other
4317,IS NULL
4318,IS NULL
4319,IS NULL
4320,IS NULL
4321,IS NULL
4322,Competitor
4323,IS NULL
4324,Other
4325,Product quality
4326,IS NULL
4327,IS NULL
4328,IS NULL
4329,Client service
4330,Competitor
4331,IS NULL
4332,IS NULL
4333,IS NULL
4334,IS NULL
4335,IS NULL
4336,IS NULL
4337,IS NULL
4338,Competitor
4339,IS NULL
4340,IS NULL
4341,IS NULL
4342,Client service
4343,IS NULL
4344,IS NULL
4345,Competitor
4346,IS NULL
4347,IS NULL
4348,IS NULL
4349,IS NULL
4350,IS NULL
4351,IS NULL
4352,IS NULL
4353,IS NULL
4354,IS NULL
4355,IS NULL
4356,Competitor
4357,Product quality
4358,Client service
4359,IS NULL
4360,IS NULL
4361,IS NULL
4362,IS NULL
4363,IS NULL
4364,Competitor
4365,IS NULL
4366,IS NULL
4367,Price
4368,IS NULL
4369,IS NULL
4370,Competitor
4371,IS NULL
4372,Competitor
4373,IS NULL
4374,IS NULL
4375,IS NULL
4376,IS NULL
4377,Competitor
4378,IS NULL
4379,Product quality
4380,IS NULL
4381,IS NULL
4382,IS NULL
4383,IS NULL
4384,Competitor
4385,Competitor
4386,IS NULL
4387,IS NULL
4388,IS NULL
4389,IS NULL
4390,IS NULL
4391,IS NULL
4392,IS NULL
4393,IS NULL
4394,IS NULL
4395,IS NULL
4396,IS NULL
4397,IS NULL
4398,IS NULL
4399,IS NULL
4400,IS NULL
4401,IS NULL
4402,Client service
4403,Client service
4404,Competitor
4405,IS NULL
4406,IS NULL
4407,IS NULL
4408,Product quality
4409,IS NULL
4410,IS NULL
4411,IS NULL
4412,IS NULL
4413,Price
4414,IS NULL
4415,IS NULL
4416,Competitor
4417,IS NULL
4418,IS NULL
4419,Product quality
4420,IS NULL
4421,IS NULL
4422,IS NULL
4423,IS NULL
4424,Product quality
4425,Competitor
4426,IS NULL
4427,IS NULL
4428,IS NULL
4429,IS NULL
4430,IS NULL
4431,IS NULL
4432,IS NULL
4433,IS NULL
4434,IS NULL
4435,IS NULL
4436,IS NULL
4437,IS NULL
4438,IS NULL
4439,IS NULL
4440,IS NULL
4441,IS NULL
4442,IS NULL
4443,IS NULL
4444,IS NULL
4445,Price
4446,IS NULL
4447,IS NULL
4448,IS NULL
4449,IS NULL
4450,Client service
4451,Client service
4452,IS NULL
4453,IS NULL
4454,IS NULL
4455,Other
4456,IS NULL
4457,IS NULL
4458,IS NULL
4459,IS NULL
4460,IS NULL
4461,IS NULL
4462,Competitor
4463,IS NULL
4464,IS NULL
4465,IS NULL
4466,IS NULL
4467,Product quality
4468,IS NULL
4469,Product quality
4470,IS NULL
4471,Other
4472,Client service
4473,IS NULL
4474,Price
4475,Price
4476,Competitor
4477,Other
4478,IS NULL
4479,IS NULL
4480,IS NULL
4481,Price
4482,Client service
4483,Price
4484,Product quality
4485,Other
4486,Product quality
4487,IS NULL
4488,IS NULL
4489,Competitor
4490,IS NULL
4491,IS NULL
4492,IS NULL
4493,IS NULL
4494,IS NULL
4495,IS NULL
4496,IS NULL
4497,IS NULL
4498,IS NULL
4499,IS NULL
4500,Competitor
4501,Client service
4502,IS NULL
4503,IS NULL
4504,IS NULL
4505,IS NULL
4506,IS NULL
4507,Competitor
4508,IS NULL
4509,Other
4510,IS NULL
4511,Other
4512,IS NULL
4513,IS NULL
4514,IS NULL
4515,Competitor
4516,IS NULL
4517,Product quality
4518,IS NULL
4519,IS NULL
4520,IS NULL
4521,IS NULL
4522,IS NULL
4523,Client service
4524,IS NULL
4525,IS NULL
4526,Other
4527,IS NULL
4528,IS NULL
4529,Product quality
4530,IS NULL
4531,IS NULL
4532,IS NULL
4533,Competitor
4534,IS NULL
4535,Competitor
4536,Other
4537,IS NULL
4538,Client service
4539,Competitor
4540,Product quality
4541,IS NULL
4542,IS NULL
4543,Price
4544,IS NULL
4545,IS NULL
4546,IS NULL
4547,IS NULL
4548,Product quality
4549,Product quality
4550,IS NULL
4551,Competitor
4552,IS NULL
4553,IS NULL
4554,IS NULL
4555,IS NULL
4556,IS NULL
4557,Competitor
4558,IS NULL
4559,Other
4560,IS NULL
4561,IS NULL
4562,Product quality
4563,IS NULL
4564,IS NULL
4565,IS NULL
4566,IS NULL
4567,Client service
4568,Competitor
4569,IS NULL
4570,IS NULL
4571,IS NULL
4572,IS NULL
4573,IS NULL
4574,IS NULL
4575,Client service
4576,Competitor
4577,IS NULL
4578,IS NULL
4579,IS NULL
4580,IS NULL
4581,IS NULL
4582,IS NULL
4583,IS NULL
4584,Competitor
4585,IS NULL
4586,IS NULL
4587,IS NULL
4588,Client service
4589,IS NULL
4590,IS NULL
4591,IS NULL
4592,IS NULL
4593,IS NULL
4594,IS NULL
4595,IS NULL
4596,IS NULL
4597,IS NULL
4598,IS NULL
4599,Competitor
4600,IS NULL
4601,IS NULL
4602,IS NULL
4603,IS NULL
4604,IS NULL
4605,IS NULL
4606,Client service
4607,IS NULL
4608,IS NULL
4609,Client service
4610,IS NULL
4611,Competitor
4612,IS NULL
4613,IS NULL
4614,IS NULL
4615,IS NULL
4616,IS NULL
4617,IS NULL
4618,IS NULL
4619,IS NULL
4620,Price
4621,IS NULL
4622,IS NULL
4623,Other
4624,IS NULL
4625,IS NULL
4626,IS NULL
4627,Other
4628,IS NULL
4629,IS NULL
4630,IS NULL
4631,Price
4632,IS NULL
4633,IS NULL
4634,IS NULL
4635,IS NULL
4636,Competitor
4637,IS NULL
4638,Product quality
4639,IS NULL
4640,IS NULL
4641,IS NULL
4642,IS NULL
4643,IS NULL
4644,IS NULL
4645,IS NULL
4646,IS NULL
4647,IS NULL
4648,Product quality
4649,IS NULL
4650,IS NULL
4651,IS NULL
4652,IS NULL
4653,Competitor
4654,IS NULL
4655,IS NULL
4656,IS NULL
4657,IS NULL
4658,IS NULL
4659,IS NULL
4660,IS NULL
4661,IS NULL
4662,Other
4663,IS NULL
4664,IS NULL
4665,IS NULL
4666,Competitor
4667,IS NULL
4668,IS NULL
4669,IS NULL
4670,IS NULL
4671,IS NULL
4672,IS NULL
4673,Client service
4674,Competitor
4675,IS NULL
4676,Price
4677,Competitor
4678,IS NULL
4679,Competitor
4680,IS NULL
4681,IS NULL
4682,IS NULL
4683,Competitor
4684,IS NULL
4685,IS NULL
4686,IS NULL
4687,IS NULL
4688,IS NULL
4689,Product quality
4690,Client service
4691,IS NULL
4692,IS NULL
4693,Price
4694,IS NULL
4695,IS NULL
4696,IS NULL
4697,IS NULL
4698,IS NULL
4699,IS NULL
4700,IS NULL
4701,IS NULL
4702,IS NULL
4703,IS NULL
4704,Product quality
4705,IS NULL
4706,IS NULL
4707,IS NULL
4708,Competitor
4709,IS NULL
4710,IS NULL
4711,Competitor
4712,IS NULL
4713,Competitor
4714,IS NULL
4715,IS NULL
4716,Competitor
4717,Competitor
4718,IS NULL
4719,IS NULL
4720,IS NULL
4721,IS NULL
4722,Client service
4723,IS NULL
4724,IS NULL
4725,Product quality
4726,IS NULL
4727,IS NULL
4728,IS NULL
4729,IS NULL
4730,IS NULL
4731,Product quality
4732,IS NULL
4733,Client service
4734,IS NULL
4735,IS NULL
4736,IS NULL
4737,IS NULL
4738,Competitor
4739,Other
4740,IS NULL
4741,Competitor
4742,IS NULL
4743,Competitor
4744,IS NULL
4745,IS NULL
4746,Other
4747,Competitor
4748,Product quality
4749,Client service
4750,IS NULL
4751,IS NULL
4752,Product quality
4753,IS NULL
4754,IS NULL
4755,IS NULL
4756,IS NULL
4757,IS NULL
4758,IS NULL
4759,IS NULL
4760,IS NULL
4761,IS NULL
4762,Client service
4763,IS NULL
4764,IS NULL
4765,IS NULL
4766,IS NULL
4767,Competitor
4768,Competitor
4769,Client service
4770,IS NULL
4771,Price
4772,IS NULL
4773,IS NULL
4774,IS NULL
4775,IS NULL
4776,IS NULL
4777,IS NULL
4778,IS NULL
4779,IS NULL
4780,IS NULL
4781,IS NULL
4782,IS NULL
4783,IS NULL
4784,IS NULL
4785,IS NULL
4786,IS NULL
4787,IS NULL
4788,IS NULL
4789,IS NULL
4790,IS NULL
4791,IS NULL
4792,IS NULL
4793,IS NULL
4794,IS NULL
4795,IS NULL
4796,IS NULL
4797,IS NULL
4798,IS NULL
4799,IS NULL
4800,IS NULL
4801,IS NULL
4802,IS NULL
4803,IS NULL
4804,IS NULL
4805,IS NULL
4806,IS NULL
4807,IS NULL
4808,IS NULL
4809,IS NULL
4810,Other
4811,Client service
4812,IS NULL
4813,Client service
4814,Product quality
4815,Product quality
4816,IS NULL
4817,IS NULL
4818,Price
4819,Competitor
4820,IS NULL
4821,IS NULL
4822,IS NULL
4823,IS NULL
4824,IS NULL
4825,IS NULL
4826,IS NULL
4827,IS NULL
4828,Competitor
4829,IS NULL
4830,Competitor
4831,IS NULL
4832,IS NULL
4833,IS NULL
4834,IS NULL
4835,IS NULL
4836,IS NULL
4837,IS NULL
4838,IS NULL
4839,Competitor
4840,Competitor
4841,IS NULL
4842,IS NULL
4843,Product quality
4844,IS NULL
4845,IS NULL
4846,IS NULL
4847,Product quality
4848,IS NULL
4849,IS NULL
4850,IS NULL
4851,IS NULL
4852,Other
4853,IS NULL
4854,IS NULL
4855,Competitor
4856,IS NULL
4857,IS NULL
4858,IS NULL
4859,Competitor
4860,Client service
4861,IS NULL
4862,IS NULL
4863,IS NULL
4864,IS NULL
4865,IS NULL
4866,Client service
4867,IS NULL
4868,IS NULL
4869,IS NULL
4870,Client service
4871,Client service
4872,IS NULL
4873,IS NULL
4874,IS NULL
4875,IS NULL
4876,IS NULL
4877,IS NULL
4878,IS NULL
4879,IS NULL
4880,IS NULL
4881,Competitor
4882,Client service
4883,Product quality
4884,IS NULL
4885,IS NULL
4886,IS NULL
4887,IS NULL
4888,IS NULL
4889,IS NULL
4890,Price
4891,Competitor
4892,IS NULL
4893,Competitor
4894,IS NULL
4895,IS NULL
4896,IS NULL
4897,IS NULL
4898,IS NULL
4899,Client service
4900,Product quality
4901,IS NULL
4902,IS NULL
4903,IS NULL
4904,Competitor
4905,Product quality
4906,IS NULL
4907,IS NULL
4908,IS NULL
4909,Competitor
4910,IS NULL
4911,Client service
4912,IS NULL
4913,IS NULL
4914,IS NULL
4915,IS NULL
4916,IS NULL
4917,IS NULL
4918,IS NULL
4919,IS NULL
4920,IS NULL
4921,Competitor
4922,IS NULL
4923,IS NULL
4924,IS NULL
4925,Client service
4926,IS NULL
4927,IS NULL
4928,IS NULL
4929,IS NULL
4930,IS NULL
4931,Competitor
4932,IS NULL
4933,Competitor
4934,IS NULL
4935,IS NULL
4936,IS NULL
4937,IS NULL
4938,Competitor
4939,IS NULL
4940,Competitor
4941,Competitor
4942,IS NULL
4943,Competitor
4944,IS NULL
4945,IS NULL
4946,IS NULL
4947,IS NULL
4948,IS NULL
4949,IS NULL
4950,IS NULL
4951,IS NULL
4952,IS NULL
4953,IS NULL
4954,IS NULL
4955,IS NULL
4956,Price
4957,IS NULL
4958,IS NULL
4959,IS NULL
4960,Competitor
4961,Client service
4962,IS NULL
4963,Competitor
4964,IS NULL
4965,Client service
4966,IS NULL
4967,Client service
4968,IS NULL
4969,Competitor
4970,IS NULL
4971,IS NULL
4972,IS NULL
4973,IS NULL
4974,IS NULL
4975,Competitor
4976,IS NULL
4977,IS NULL
4978,Price
4979,Product quality
4980,IS NULL
4981,IS NULL
4982,IS NULL
4983,IS NULL
4984,IS NULL
4985,IS NULL
4986,IS NULL
4987,IS NULL
4988,IS NULL
4989,Competitor
4990,IS NULL
4991,IS NULL
4992,IS NULL
4993,IS NULL
4994,IS NULL
4995,IS NULL
4996,IS NULL
4997,Client service
4998,IS NULL
4999,IS NULL
5000,IS NULL
5001,Other
5002,IS NULL
5003,Competitor
5004,IS NULL
5005,IS NULL
5006,IS NULL
5007,IS NULL
5008,IS NULL
5009,IS NULL
5010,IS NULL
5011,IS NULL
5012,IS NULL
5013,IS NULL
5014,IS NULL
5015,IS NULL
5016,IS NULL
5017,IS NULL
